<div><h1>2) Wichtige Informationen, die der Pilot vor dem ersten Flug in einem ihm unbekannten Gelände einholen sollte sind u.a.</h1><p>A) Name des Geländehalters und Luftraumstatus</p><p>B) örtliche Flugregeln, Wetter- und Geländebesonderheiten</p><p>C) besondere Vorflugregeln im Gelände</p><p>D) Alle sind richtig</p></div>;B
<div><h1>4) Der Pilot macht sich mit einem ihm unbekannten Gelände am besten vertraut indem er</h1><p>A) zunächst einen Doppelsitzerflug mit einem Fluglehrer macht</p><p>B) zunächst einige Flüge in den ruhigen Morgenstunden macht</p><p>C) einen Flug bei starker Thermik macht um die Turbulenzbereiche des Geländes kennen zulernen</p><p>D) eine topografische Karte des Gebietes gründlich studiert</p></div>;B
<div><h1>5) Worauf ist bei der Beurteilung eines unbekannten Landeplatzes besonders zu achten?</h1><p>A) Auf Stromleitungen, Zäune und die Position des Windsacks</p><p>B) Auf Informationsschilder</p><p>C) Auf die Hauptwindrichtung, Geländegefälle, Hindernisse, mögliche Leegebiete bei stärkerem Wind sowie die Möglichkeit der Landeeinteilung bei unterschiedlichen Windrichtungen</p><p>D) Alle sind richtig</p></div>;D
<div><h1>6) Abbildung 8: Die Abbildung zeigt einen Gleitschirmstartplatz. Startrichtung 180 Grad. Bei einem Südwind von 5-10 km/h</h1><p>A) herrscht Rückenwind</p><p>B) ist mit gefährlichen Turbulenzen über der Baumreihe zu rechnen</p><p>C) ist der Aufwind zu schwach um sicher über die Baumreihe zu kommen</p><p>D) herrschen ideale Startbedingungen</p></div>;D
<div><h1>7) Abbildung 8: Die Abbildung zeigt einen Gleitschirmstartplatz. Startrichtung 180 Grad. Bei 20 km/h Südwind</h1><p>A) ist mit Turbulenzen im Lee der Baumreihe zu rechnen</p><p>B) kann hier nur mit einem Rückwärtsstart sicher gestartet werden</p><p>C) ist das Startgelände zu flach um sicher über die Baumreihe zu kommen</p><p>D) herrscht starker Rückenwind, ein Start ist unmöglich</p></div>;A
<div><h1>8) Abbildung 8: Die Abbildung zeigt einen Gleitschirmstartplatz, Startrichtung 180 Grad. Bei einem Nordwind mit 5 km/h am Startplatz</h1><p>A) herrschen ideale Startbedingungen, weil der Wind genau von vorne kommt</p><p>B) sind die Startbedingungen nicht ideal, weil der Wind 90° von der Seite kommt</p><p>C) sollte der Pilot zum Aufziehen, Startlauf und Abflug den Bereich wählen, in welchem sich unterhalb die niedrigen Bäume befinden, sonst ist ein sicherer Überflug der Baumreihe nicht möglich</p><p>D) ist ein sicherer Start nicht möglich, weil Rückenwind die Startstrecke verlängert und der Aufwind zu schwach ist, um über die Bäume zu fliegen</p></div>;D
<div><h1>9) Abbildung 8: Die Abbildung zeigt einen Gleitschirmstartplatz, Startrichtung 180 Grad. Bei einem Wind mit 15 km/h aus 230 Grad am Startplatz</h1><p>A) darf nicht gestartet werden, weil Rückenwind herrscht</p><p>B) herrschen ideale Startbedingungen</p><p>C) ist ein Start gefährlich, weil sich Start- und Abflugstrecke im Lee der hohen Bäume rechts des Startplatzes befinden</p><p>D) herrscht Startverbot, weil der Seitenwind zu stark von links (Südost) kommt</p></div>;C
<div><h1>11) Abbildung 10: Die Abbildung zeigt einen Startplatz in einer Waldschneise. Welche Aussagen sind richtig?</h1><p>A) Startplätze in Waldschneisen sind bei Seitenwind unkritisch, weil der Wind durch die Schneise kanalisiert wird und dadurch immer von vorne kommt</p><p>B) Startplätze in Waldschneisen sind bei Rückenwind unkritisch, weil sie besonders gut gegen Leebereiche abgeschirmt sind</p><p>C) Bereits leichte Seitenwindtendenz macht das Starten wegen der entstehenden Windverwirbelungen kritisch</p><p>D) Startplätze in Waldschneisen sind nur bei Windstille zum Starten mit dem Gleitschirm geeignet</p></div>;C
<div><h1>12) Abbildung 10: Bei Windstille am Startplatz in der Abbildung</h1><p>A) herrschen ideale Startbedingungen</p><p>B) sollte nicht gestartet werden, weil der Aufwind zu gering ist, um das Flusstal sicher zu überfliegen.</p><p>C) ist die Startstrecke für ein sicheres Überfliegen der Bäume, die den Startplatz nach unten begrenzen, voraussichtlich zu kurz</p><p>D) kann gestartet werden, der Schirm sollte aber unterhalb der Geländestufe ausgelegt werden</p></div>;C
<div><h1>13) Abbildung 10: Bei einem Wind am Startplatz in der Abbildung, der mit 15 km/h 45 Grad von links kommt,</h1><p>A) darf nicht gestartet werden, weil sich hinter der linken Baumreihe Turbulenzen bilden, die Startlauf und Abflug gefährden</p><p>B) muss der Schirm am äußersten rechten Rand des Startplatzes ausgelegt werden und Startlauf und Abflug nach links erfolgen</p><p>C) muss der Schirm am äußersten linken Rand des Startplatzes ausgelegt werden und Startlauf und Abflug nach rechts erfolgen</p><p>D) darf nicht gestartet werden, weil die Seitenwindkomponente zu groß ist, um das Flusstal sicher zu überfliegen</p></div>;A
<div><h1>14) Abbildung 10: Bei welchen Windbedingungen herrschen am Startplatz auf der Abbildung ideale Startbedingungen?</h1><p>A) Bei Windstille</p><p>B) Bei 2-4 km/h Wind direkt von vorne</p><p>C) Bei 5 - 15 km/h Wind direkt von vorne</p><p>D) Bei 25 - 30 km/h Wind direkt von vorne</p></div>;C
<div><h1>15) Im steilen Startgelände zieht der Pilot seinen Schirm</h1><p>A) mit einem kräftigen Impuls bei durchhängenden A-Leinen auf</p><p>B) mit geringem Impuls bei gespannten A-Leinen auf</p><p>C) am besten nur rückwärts auf</p><p>D) mit der gleichen Technik wie im flachen Startgelände auf</p></div>;B
<div><h1>16) Beim Vorflugcheck</h1><p>A) wird die Wetterentwicklung beurteilt</p><p>B) werden die Splinte des Rettungsgerätes kontrolliert</p><p>C) werden die Leinen sortiert und kontrolliert</p><p>D) Alle sind richtig</p></div>;D
<div><h1>17) Abbildung 54: Die Steuerleinenstellung des Gleitschirmfliegers in der Abbildung entspricht</h1><p>A) der Minimalfahrt</p><p>B) der Grundstellung</p><p>C) der des geringsten Sinkens</p><p>D) der des besten Gleitens</p></div>;C
<div><h1>18) Was kann passieren, wen die Splinte des Rettungsgeräte-Außencontainers nicht ordnungsgemäß geschlossen sind?</h1><p>A) Der Innencontainer kann während des Startlaufs oder im Flug aus dem Außencontainer herausfallen und der Rettungsschirm kann sich öffnen</p><p>B) Der Außencontainer kann während des Startlaufs oder im Flug herausfallen und der Rettungsschirm kann sich öffnen</p><p>C) Der Auslösegriff kann sich vom Innencontainer lösen</p><p>D) Alle Antworten sind richtig</p></div>;A
