<div><h1>1) Abbildung 12: Wie bezeichnet man die Punkte 1 und 2 in der Abbildung?</h1><p>A) 1 = Obersegel 2 = Untersegel</p><p>B) 1 = Untersegel 2 = Obersegel</p><p>C) 1 = Eintrittskante 2 = Austrittskante</p><p>D) 1 = Oberliek 2 = Unterliek</p></div>;A
<div><h1>2) Abbildung 12: Wie bezeichnet man die Punkte 3, 4 und 5 in der Abbildung?</h1><p>A) 3 = Kappenende 4 = Galerieleinen 5 = Stammleinen</p><p>B) 3 = Stabilisator 4 = Bremsspinne 5 = Hauptbremsleine</p><p>C) 3 = Seitenbegrenzung 4 = Kevlarleine 5 = Dyneemaleine</p><p>D) 3 = Ausgleichsöffnung (Crossport) 4 = Leine zum Ohrenanlegen 5 = Hauptstammleine</p></div>;B
<div><h1>3) Abbildung 12: Wie bezeichnet man die Punkte 6 und 7 in der Abbildung?</h1><p>A) 6 = Hauptleine 7 = Nebenleine</p><p>B) 6 = Galerieleinen 7 = Stammleine</p><p>C) 6 = Stammleine 7 = Galerieleinen</p><p>D) 6 = Tragegurtleine 7 = Verbindungsleine</p></div>;C
<div><h1>4) Abbildung 31: Wie bezeichnet man die Punkte 1, 2 und 3 in der Abbildung?</h1><p>A) 1 = Leinenbündler 2 = Rettungsgerätegriff 3 = Rettungsgeräte-Verbindungsleine</p><p>B) 1 = Leinenschloss 2 = Steuerschlaufe (Bremsgriff) 3 = hinterer Tragegurt</p><p>C) 1 = Hauptkarabiner 2 = Notgriff 3 = A-Tragegurt</p><p>D) 1 = Aufhängekarabiner 2 = Bremspedal 3 = A-Tragegurt</p></div>;B
<div><h1>5) Ober- und Untersegel des Gleitschirms</h1><p>A) Sind durch Zellwände und Zellzwischenwände verbunden</p><p>B) Erhalten ihr Profil durch profilierte Rippen</p><p>C) Sind an der Hinterkante (Austrittskante) zusammengenäht</p><p>D) Alle sind richtig</p></div>;D
<div><h1>6) Die Lastverteilung auf die Leinen der einzelnen Leinenebenen im Flug ist</h1><p>A) Ca. 1/2 auf A-und B-Leinen, 1/2 auf C-und D-Leinen</p><p>B) Ca. 3/4 auf A- Leinen, der Rest auf B-, C-und D-Leinen</p><p>C) Ca. 2/3 auf A-und B-Leinen und 1/3 auf C-und D-Leinen</p><p>D) Allein vom jeweiligen Gleitschirmtyp abhängig</p></div>;C
<div><h1>7) Wie bezeichnet man den vordersten Teil der Gleitschirmkappe, an welchem sich die Öffnungen befinden?</h1><p>A) Eintrittskante</p><p>B) Einlasskante</p><p>C) Stabilisator</p><p>D) Profilkante</p></div>;A
<div><h1>8) Das am häufigsten verwendete Tuchmaterial beim Gleitschirm ist</h1><p>A) Polyester</p><p>B) PVC</p><p>C) Aramid</p><p>D) Polyamid (Nylon)</p></div>;D
<div><h1>9) Was versteht man unter Ripstop-Gewebe?</h1><p>A) Eine spezielle Webtechnik für Gleitschirmtücher, sie erhöht die Wetterbeständigkeit</p><p>B) Ein luftundurchlässiges Tuch</p><p>C) Eine spezielle Webtechnik für Gleitschirmtücher, sie erhöht die Reißfestigkeit des Tuches</p><p>D) Eine spezielle Webtechnik für Gleitschirmtücher, sie erhöht die Diagonaldehnung des Tuches</p></div>;C
<div><h1>10) Ein feuchter Gleitschirm sollte</h1><p>A) über längere Zeit an der Sonne getrocknet werden</p><p>B) "trocken geflogen" werden</p><p>C) an einem schattigen Ort getrocknet werden</p><p>D) Alle sind zu empfehlen</p></div>;C
<div><h1>11) Sonneneinstrahlung und mechanische Belastung wie bspw. Schleifen des Schirmes über den Boden</h1><p>A) können die Beschichtung des Tuches innerhalb kürzester Zeit zerstören</p><p>B) können die Beschichtung des Tuches auf längere Zeit nachhaltig schädigen</p><p>C) schädigen die Beschichtung des Tuches nur in Verbindung mit Feuchtigkeit</p><p>D) schädigen hauptsächlich die Fangleinen des Gleitschirms</p></div>;B
<div><h1>12) Druckausgleichsöffnungen (Crossports)</h1><p>A) bewirken, dass die Luft quer durch die Kappe strömen kann und eingeklappte Zellen dadurch wieder geöffnet werden</p><p>B) werden die Öffnungen an der Eintrittskante des Gleitschirms bezeichnet</p><p>C) sind an Ober- und Untersegel angebracht und verteilen den Überdruck gleichmäßig in der ganzen Gleitschirmkappe</p><p>D) befinden sich an der Hinterkante (Austrittskante) und ermöglich ein kontrolliertes Entweichen des Überdrucks in der Gleitschirmkappe</p></div>;A
<div><h1>14) Verstärkungen im Bereich der Eintrittskante der Gleitschirmkappe</h1><p>A) werden aus Festigkeitsgründen verwendet</p><p>B) erschweren den Füllvorgang der Kappe beim Start</p><p>C) sind in den Gütesiegelanforderungen vorgeschrieben</p><p>D) erleichtern den Füllvorgang der Kappe beim Starten und stabilisieren die Eintrittskante in Turbulenzen</p></div>;D
<div><h1>15) Querbänder, die in Querrichtung in die Kappe eingenäht sind,</h1><p>A) erhöhen die Festigkeit des stark belasteten hinteren Teils der Kappe</p><p>B) erhöhen die Festigkeit des stark belasteten vorderen Teils der Kappe</p><p>C) erhöhen die aerodynamische Stabilität und verringern Eigenschwingungen der Kappe</p><p>D) sollen die Starteigenschaften des Gleitschirms verbessern</p></div>;C
<div><h1>16) Die Luftdurchlässigkeit (Porosität) bei Gleitschirmtüchern</h1><p>A) sollte möglichst groß sein</p><p>B) sollte möglichst gering sein</p><p>C) spielt eine untergeordnete Rolle</p><p>D) kann mit Imprägniermittel immer wieder aufgebessert werden</p></div>;B
<div><h1>17) Stark gealterte Gleitschirmtücher</h1><p>A) sind häufig an der deutlich verblassten Farbe erkennbar</p><p>B) haben eine verringerte Dehnungsstabilität und Reißfestigkeit</p><p>C) können sich nachteilig auf Startverhalten und Sackflugneigung des Gleitschirms auswirken</p><p>D) Alle sind richtig</p></div>;D
<div><h1>18) Bei Kontakt mit Chemikalien wie bspw. Batteriesäure</h1><p>A) werden Tuch und Leinen des Gleitschirms schwer beschädigt</p><p>B) darf der Schirm nicht mehr geflogen werden</p><p>C) ist eine Überprüfung durch den Hersteller erforderlich</p><p>D) Alle sind richtig</p></div>;D
<div><h1>19) V-Rippen (Diagonalzellen)</h1><p>A) sind ein konstruktives Mittel um die Zahl der Leinansatzpunkt an der Kappe ohne Verschlechterung der Profilgenauigkeit zu reduzieren</p><p>B) erhöhen die Profilgenauigkeit weil weniger Leinenansatzpunkte an der Kappe angreifen</p><p>C) werden zur Festigkeitserhöhung eingesetzt</p><p>D) werden nur in Hochleistungsgleitschirmen verwendet</p></div>;A
<div><h1>20) Aus welchem Anlass ist das Kontrollieren der Leinenlängen erforderlich?</h1><p>A) Nach einer Baumlandung</p><p>B) Nach einer Wasserlandung</p><p>C) Bei auffälligem Flugverhalten</p><p>D) Alle sind richtig</p></div>;D
<div><h1>21) Welche Anforderungen werden unter anderem an Gleitschirmleinen gestellt?</h1><p>A) Geringe Dehnung, geringe Bruchlast</p><p>B) Hohe Dehnung, geringe Bruchlast</p><p>C) Geringe Dehnung, hohe Bruchlast</p><p>D) Hohe Dehnung, hohe Bruchlast</p></div>;C
<div><h1>22) Verbindungselemente aus Aluminium müssen umgehend ausgetauscht werden, wenn</h1><p>A) Dellen oder Kerben sichtbar sind</p><p>B) der Schnapper nicht mehr selbständig schließt</p><p>C) die vom Hersteller angegebene Gebrauchsdauer überschritten worden ist</p><p>D) Alle sind richtig</p></div>;D
<div><h1>24) Auf welches Leinen-Kernmaterial treffen diese Eigenschaften zu: Extrem dehnungsarm, knickempfindlich, hitzebeständig, gelbfaserig.</h1><p>A) Dyneema</p><p>B) Polyester</p><p>C) Nylon</p><p>D) Kevlar (Aramid)</p></div>;D
<div><h1>25) Auf welches Leinen-Kernmaterial treffen diese Eigenschaften zu: Weitgehend dehnungsarm, knickunempfindlich, hitzeunbeständig, weißfaserig.</h1><p>A) Nylon</p><p>B) Kevlar (Aramid)</p><p>C) Dyneema</p><p>D) Polyester</p></div>;C
<div><h1>26) Welche Aufgabe hat der Mantel von Gleitschirmleinen?</h1><p>A) Abrieb- und UV-Schutz</p><p>B) Er schützt den empfindlichen Kern vor Feuchtigkeit</p><p>C) Er schützt den empfindlichen Kern vor Hitze und Kälte</p><p>D) Er gleicht die starke Dehnung des Kerns aus</p></div>;A
<div><h1>27) Welche Aussage zur Steuerleineneinstellung ist richtig?</h1><p>A) Der Vorlauf (Leerweg) der Steuerleinen sollte so kurz wie möglich sein, maximal 3 cm</p><p>B) Die werkseitige Steuerleineneinstellung sollte nicht verändert werden, weil der vorgegebene Vorlauf (Leerweg) sehr wichtig für sicheres Verhalten des Gerätes ist</p><p>C) Die Steuerleinen können grundsätzlich nicht verstellt werden, weil diese, wie alle anderen Leinen des Gleitschirms, fest vernäht sind</p><p>D) Die Länge der Steuerleinen wird durch "Wickeln" angepasst</p></div>;B
<div><h1>28) Die Länge der Steuerleinen sollte so eingestellt sein, dass</h1><p>A) zum Landen einmal gewickelt werden muss</p><p>B) das Gerät bis auf Schulterhöhe angebremst mit dem besten Gleiten fliegt</p><p>C) der ganze Geschwindigkeitsbereich des Gleitschirms problemlos erflogen werden kann</p><p>D) die Leinen möglichst kurz sind, um ein Verwickeln mit den D-Leinen zu verhindern</p></div>;C
<div><h1>29) Eine Verkürzung der Steuerleinen</h1><p>A) kann den erforderlichen Vorlauf (Leerweg) so stark reduzieren, dass es zu Problemen beim Aufziehen und beim Beschleunigen kommen kann</p><p>B) kann sich im Laufe der Zeit auch durch Schrumpfung der Dyneemaleinen ergeben</p><p>C) kann das Extremflugverhalten drastisch verschärfen</p><p>D) Alle sind richtig</p></div>;D
<div><h1>30) Die Stammleinen des Gleitschirms</h1><p>A) münden in den Leinenschlössern</p><p>B) weisen in der Regel den größten Durchmesser auf</p><p>C) vergabeln sich nach oben zu den Galerieleinen</p><p>D) Alle sind richtig</p></div>;D
